2025-08-26 13:42:55 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x00000240FCA031A0>
2025-08-26 14:41:28 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:41:28 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:41:28 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:41:28 | ERROR | avanqard | TypeError
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:41:28 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x0000022EDFC3B1A0>
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:41:28 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:41:28 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:41:28 | ERROR | avanqard | TypeError
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:41:28 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x0000022EDFC3B1A0>
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:41:28 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:41:28 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:41:28 | ERROR | avanqard | TypeError
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:41:28 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x0000022EDFC3B1A0>
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:41:28 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:41:28 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:41:28 | ERROR | avanqard | TypeError
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:41:28 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x0000022EDFC3B1A0>
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:41:28 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:41:28 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:41:28 | ERROR | avanqard | TypeError
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:41:28 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x0000022EDFC3B1A0>
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:41:28 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:41:28 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:41:28 | ERROR | avanqard | TypeError
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:41:28 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x0000022EDFC3B1A0>
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:41:28 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:41:28 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:41:28 | ERROR | avanqard | TypeError
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:41:28 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x0000022EDFC3B1A0>
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:41:28 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:41:28 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:41:28 | ERROR | avanqard | TypeError
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:41:28 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x0000022EDFC3B1A0>
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:41:28 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:41:28 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:41:28 | ERROR | avanqard | TypeError
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:41:28 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x0000022EDFC3B1A0>
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:41:28 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:41:28 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:41:28 | ERROR | avanqard | TypeError
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:27 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002E167CEB1A0>
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:27 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:27 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:27 | ERROR | avanqard | TypeError
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:27 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002E167CEB1A0>
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:27 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:27 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:27 | ERROR | avanqard | TypeError
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:27 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002E167CEB1A0>
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:27 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:27 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:27 | ERROR | avanqard | TypeError
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:27 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002E167CEB1A0>
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:27 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:27 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:27 | ERROR | avanqard | TypeError
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:27 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002E167CEB1A0>
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:27 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:27 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:27 | ERROR | avanqard | TypeError
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:27 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002E167CEB1A0>
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:27 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:27 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:27 | ERROR | avanqard | TypeError
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:27 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002E167CEB1A0>
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:27 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:27 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:27 | ERROR | avanqard | TypeError
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:27 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002E167CEB1A0>
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:27 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:27 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:27 | ERROR | avanqard | TypeError
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:27 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002E167CEB1A0>
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:27 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:27 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:27 | ERROR | avanqard | TypeError
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:27 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002E167CEB1A0>
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:27 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:27 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:27 | ERROR | avanqard | TypeError
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:27 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002E167CEB1A0>
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:27 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:27 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:27 | ERROR | avanqard | TypeError
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:27 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002E167CEB1A0>
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:27 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:27 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:27 | ERROR | avanqard | TypeError
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:27 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002E167CEB1A0>
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:27 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:27 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:27 | ERROR | avanqard | TypeError
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:27 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002E167CEB1A0>
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:27 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:27 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:27 | ERROR | avanqard | TypeError
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:27 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002E167CEB1A0>
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:27 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:27 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:27 | ERROR | avanqard | TypeError
2025-08-26 14:47:27 | ERROR | avanqard | :
2025-08-26 14:47:27 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:56 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002817560EF20>
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:56 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:56 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:56 | ERROR | avanqard | TypeError
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:56 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002817560EF20>
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:56 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:56 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:56 | ERROR | avanqard | TypeError
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:56 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002817560EF20>
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:56 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:56 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:56 | ERROR | avanqard | TypeError
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:56 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002817560EF20>
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:56 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:56 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:56 | ERROR | avanqard | TypeError
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:56 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002817560EF20>
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:56 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:56 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:56 | ERROR | avanqard | TypeError
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:56 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002817560EF20>
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:56 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:56 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:56 | ERROR | avanqard | TypeError
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:56 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002817560EF20>
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:56 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:56 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:56 | ERROR | avanqard | TypeError
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:56 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002817560EF20>
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:56 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:56 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:56 | ERROR | avanqard | TypeError
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:56 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002817560EF20>
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:56 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:56 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:56 | ERROR | avanqard | TypeError
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:56 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002817560EF20>
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:56 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:56 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:56 | ERROR | avanqard | TypeError
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:56 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002817560EF20>
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:56 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:56 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:56 | ERROR | avanqard | TypeError
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:56 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002817560EF20>
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:56 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:56 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:56 | ERROR | avanqard | TypeError
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:56 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002817560EF20>
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:56 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:56 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:56 | ERROR | avanqard | TypeError
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:56 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002817560EF20>
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:56 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:56 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:56 | ERROR | avanqard | TypeError
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:47:56 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000002817560EF20>
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:47:56 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:47:56 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:47:56 | ERROR | avanqard | TypeError
2025-08-26 14:47:56 | ERROR | avanqard | :
2025-08-26 14:47:56 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-28 18:07:21 | ERROR | avanqard | Exception in Tkinter callback
2025-08-28 18:07:21 | ERROR | avanqard | Traceback (most recent call last):
2025-08-28 18:07:21 | ERROR | avanqard |   File "C:\Program Files\Python313\Lib\tkinter\__init__.py", line 2068, in __call__
2025-08-28 18:07:21 | ERROR | avanqard |     return self.func(*args)
2025-08-28 18:07:21 | ERROR | avanqard |            ~~~~~~~~~^^^^^^^
2025-08-28 18:07:21 | ERROR | avanqard |   File "c:\New folder\hesab.py", line 705, in _on_close
2025-08-28 18:07:21 | ERROR | avanqard |     if self == self.winfo_toplevel():
2025-08-28 18:07:21 | ERROR | avanqard |                ~~~~~~~~~~~~~~~~~~~^^
2025-08-28 18:07:21 | ERROR | avanqard |   File "C:\Program Files\Python313\Lib\tkinter\__init__.py", line 1385, in winfo_toplevel
2025-08-28 18:07:21 | ERROR | avanqard |     return self._nametowidget(self.tk.call(
2025-08-28 18:07:21 | ERROR | avanqard |                               ~~~~~~~~~~~~^
2025-08-28 18:07:21 | ERROR | avanqard |         'winfo', 'toplevel', self._w))
2025-08-28 18:07:21 | ERROR | avanqard |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-08-28 18:07:21 | ERROR | avanqard | _tkinter.TclError: can't invoke "winfo" command: application has been destroyed
2025-08-28 18:08:25 | ERROR | avanqard | Exception in Tkinter callback
2025-08-28 18:08:25 | ERROR | avanqard | Traceback (most recent call last):
2025-08-28 18:08:25 | ERROR | avanqard |   File "C:\Program Files\Python313\Lib\tkinter\__init__.py", line 2068, in __call__
2025-08-28 18:08:25 | ERROR | avanqard |     return self.func(*args)
2025-08-28 18:08:25 | ERROR | avanqard |            ~~~~~~~~~^^^^^^^
2025-08-28 18:08:25 | ERROR | avanqard |   File "c:\New folder\hesab.py", line 705, in _on_close
