Date,Channel,Campaign,Spend (TL),Impressions,Clicks,Acquired_Customers,Revenue (TL),Product_Cost (TL),ROI (%),CAC (TL)
2024-10-23,Google Ads,New Product,4683.93,80302,4552,36,4431.64,2185.64,-52.05,130.11
2025-03-25,Facebook,Black Friday,4247.74,30681,2384,8,6930.5,2209.57,11.14,530.97
2025-02-07,Google Ads,Brand Awareness,4605.49,9323,4637,77,3038.37,4538.24,-132.57,59.81
2025-05-17,Email,Holiday Discount,2273.24,68393,1082,88,11933.51,4301.49,235.73,25.83
2025-03-05,Google Ads,New Product,2705.33,48223,1205,46,4850.96,306.52,67.98,58.81
2024-10-08,Affiliate,Summer Sale,3723.36,97123,1150,64,16651.84,3099.21,263.99,58.18
2025-03-01,Organic,Summer Sale,3495.92,92354,2835,31,5762.7,2190.51,2.18,112.77
2024-07-20,Facebook,Holiday Discount,4458.86,61832,1046,23,4296.31,606.72,-17.25,193.86
2025-04-06,Instagram,Summer Sale,3595.84,26247,1485,61,1229.35,4258.24,-184.23,58.95
2025-05-18,Twitter,Brand Awareness,4989.53,99808,2595,81,14824.14,376.13,189.57,61.6
2024-11-02,Instagram,Black Friday,1775.1,85076,3750,50,10213.34,179.85,465.24,35.5
2025-05-16,Google Ads,Holiday Discount,4173.34,92373,403,46,2364.28,1003.63,-67.4,90.72
2025-01-29,Facebook,New Product,3503.29,9484,2368,88,4504.56,1530.83,-15.12,39.81
2025-05-10,Organic,Black Friday,3472.36,31682,4577,43,19974.51,323.19,465.94,80.75
2025-03-16,Email,Summer Sale,1662.89,98243,788,10,16139.97,3213.73,677.34,166.29
2024-09-29,Email,Summer Sale,3938.73,71459,2569,95,7062.4,2197.01,23.53,41.46
2024-10-19,Twitter,New Product,4506.86,43019,4653,20,10896.84,2072.7,95.79,225.34
2025-03-21,Twitter,Brand Awareness,1131.81,82456,104,16,8378.74,743.8,574.58,70.74
2024-07-22,Twitter,New Product,3146.21,44263,2134,78,824.15,2200.19,-143.74,40.34
2024-10-31,Google Ads,Holiday Discount,1991.07,22938,949,3,15595.67,1963.03,584.69,663.69
2025-02-18,Instagram,New Product,4948.26,55890,2152,30,14368.02,1930.54,151.35,164.94
2024-11-25,Organic,Summer Sale,2420.22,14319,573,18,8235.17,1108.46,194.47,134.46
2025-01-18,Organic,Brand Awareness,1180.18,60432,512,59,16933.35,490.3,1293.27,20.0
2025-02-08,Email,Brand Awareness,1940.2,61772,4842,70,10741.31,1318.33,385.67,27.72
2025-01-18,Google Ads,New Product,3286.5,7900,1551,84,1397.65,3343.01,-159.19,39.12
2025-05-10,Organic,Holiday Discount,426.64,68696,3926,35,5262.19,383.16,1043.59,12.19
2025-05-06,Organic,Summer Sale,3037.83,17236,765,19,9289.28,1923.98,142.45,159.89
2024-10-15,Google Ads,Black Friday,4659.56,65255,3347,26,2158.64,2581.59,-109.08,179.21
2024-12-27,Instagram,Brand Awareness,4259.3,57485,2829,35,11464.52,4816.5,56.08,121.69
2024-08-10,Google Ads,New Product,384.98,63293,3661,76,2499.31,4222.25,-547.54,5.07
2024-10-12,Facebook,Holiday Discount,4967.28,7221,1038,72,4090.11,4584.73,-109.96,68.99
2024-07-24,Google Ads,Holiday Discount,3508.7,26294,1878,57,17890.27,4103.61,292.93,61.56
2024-06-05,Facebook,Summer Sale,853.29,11038,261,49,19996.27,2953.79,1897.27,17.41
2024-11-09,Instagram,Brand Awareness,111.46,86187,3196,10,11050.04,4306.72,5949.99,11.15
2025-04-22,Email,Summer Sale,897.85,54649,803,85,12431.01,2834.93,968.78,10.56
2024-09-12,Email,Black Friday,4198.97,24360,3800,29,15968.88,1801.59,237.4,144.79
2024-11-23,Organic,Black Friday,157.11,9255,3739,95,13953.18,1874.26,7588.19,1.65
2025-04-03,Google Ads,Black Friday,1204.08,69235,3272,71,3731.08,2836.0,-25.66,16.96
2025-05-10,Google Ads,Holiday Discount,3798.66,88464,485,98,8292.26,4051.01,11.65,38.76
2024-08-30,Twitter,Brand Awareness,2951.25,49169,1951,98,10748.82,685.59,240.98,30.11
2025-01-31,Google Ads,Summer Sale,3924.54,1372,4229,94,7258.27,215.54,79.45,41.75
2025-03-20,Affiliate,Summer Sale,3743.44,54179,1285,68,3604.51,3952.05,-109.28,55.05
2025-05-26,Organic,Black Friday,300.48,58649,828,94,14748.66,3245.01,3728.42,3.2
2024-10-21,Instagram,Brand Awareness,4467.93,19898,4979,89,4057.04,4110.13,-101.19,50.2
2025-05-16,Affiliate,Brand Awareness,1173.81,51083,3902,78,5283.67,4883.85,-65.94,15.05
2025-05-27,Google Ads,New Product,2789.29,24855,2010,24,5801.74,1271.94,62.4,116.22
2024-10-26,Facebook,Brand Awareness,3239.23,35758,4322,43,3319.41,987.57,-28.01,75.33
2024-10-13,Email,Brand Awareness,884.71,10607,1856,95,17006.08,1718.07,1628.03,9.31
2024-06-28,Facebook,Summer Sale,4882.34,75089,3280,39,12251.26,4392.25,60.97,125.19
2024-11-25,Twitter,Brand Awareness,2466.37,6383,1774,92,16711.49,89.54,573.94,26.81
2025-04-05,Google Ads,Brand Awareness,335.33,61112,235,25,9925.21,72.45,2838.23,13.41
2024-09-18,Instagram,Summer Sale,4689.45,1715,1544,83,10439.3,1099.6,99.16,56.5
2025-05-06,Instagram,Brand Awareness,2952.03,10837,2029,68,12361.28,1892.06,254.64,43.41
2024-12-19,Email,Summer Sale,3511.01,58886,4103,34,7481.3,1525.68,69.63,103.26
2024-12-23,Facebook,New Product,2649.62,51699,295,96,9982.02,4128.09,120.93,27.6
2025-03-09,Facebook,Holiday Discount,4181.95,80486,4097,89,10983.61,3454.82,80.03,46.99
2024-12-22,Organic,Summer Sale,214.01,74528,433,86,19075.49,4192.41,6854.39,2.49
2024-11-23,Google Ads,Summer Sale,1378.47,27817,334,53,17669.87,1931.13,1041.75,26.01
2025-03-31,Organic,Brand Awareness,2374.76,50803,4044,92,2671.99,2987.14,-113.27,25.81
2024-07-29,Instagram,Summer Sale,429.19,79893,349,55,921.52,2586.97,-488.04,7.8
2024-07-15,Organic,Black Friday,3544.24,71278,950,53,13638.65,2384.14,217.54,66.87
2024-10-31,Organic,Black Friday,1998.63,61345,1509,18,1079.05,1454.75,-118.8,111.04
2024-12-29,Google Ads,New Product,1399.71,14369,2971,7,1300.99,3551.92,-260.81,199.96
2025-02-10,Instagram,Summer Sale,66.73,61428,2583,63,3269.34,2629.67,858.59,1.06
2025-03-15,Twitter,Brand Awareness,3613.16,6044,855,75,7098.97,411.44,85.09,48.18
2025-04-30,Facebook,Brand Awareness,4177.36,66123,2278,42,8756.42,22.6,109.08,99.46
2024-07-20,Affiliate,Holiday Discount,2005.45,76824,1971,11,10435.62,121.19,414.32,182.31
2025-02-02,Instagram,New Product,2842.88,91914,4839,9,19846.54,398.23,584.11,315.88
2024-06-08,Google Ads,Brand Awareness,1177.05,8261,2437,35,7766.13,1867.35,401.15,33.63
2024-11-19,Facebook,Holiday Discount,3129.88,19064,2588,87,4930.79,1542.22,8.27,35.98
2025-05-11,Affiliate,Brand Awareness,110.08,76335,2046,97,11547.52,800.08,9663.3,1.13
2024-12-08,Facebook,Holiday Discount,2468.79,70058,4875,65,4381.5,2586.94,-27.31,37.98
2024-10-14,Twitter,Black Friday,3238.82,14690,2553,84,18816.81,4851.5,331.19,38.56
2024-06-14,Twitter,Black Friday,4595.05,3057,154,5,5259.16,820.27,-3.4,919.01
2024-11-28,Facebook,Brand Awareness,1937.61,38589,488,93,19799.69,1267.95,856.42,20.83
2025-02-06,Google Ads,New Product,3837.69,15559,1571,26,8431.5,2321.27,59.22,147.6
2024-11-28,Organic,Summer Sale,3008.55,14692,1401,51,16272.45,3211.39,334.13,58.99
2025-01-04,Facebook,New Product,4638.71,49429,2748,38,13000.78,3009.24,115.39,122.07
2024-07-15,Organic,New Product,2021.97,66738,3662,3,18676.53,2615.57,694.32,673.99
2025-02-03,Facebook,Summer Sale,1629.52,17972,558,85,12546.0,3691.6,443.37,19.17
2025-02-06,Instagram,Black Friday,4441.35,42530,4396,59,11666.24,4232.81,67.37,75.28
2024-09-21,Organic,Black Friday,293.76,76073,1324,13,13091.76,4994.86,2656.3,22.6
2024-09-21,Facebook,Summer Sale,725.11,68178,2872,95,15750.66,2338.24,1749.71,7.63
2024-07-31,Facebook,Holiday Discount,457.9,2365,113,81,17986.95,4974.88,2741.68,5.65
2024-07-21,Facebook,New Product,4223.39,66544,3971,35,5409.62,3657.89,-58.52,120.67
2025-02-01,Facebook,Brand Awareness,102.51,50683,4465,87,4097.65,3293.56,684.4,1.18
2024-08-02,Instagram,Black Friday,4315.2,95356,909,3,783.56,3205.62,-156.13,1438.4
2024-12-20,Organic,Brand Awareness,2283.78,59896,2877,53,7464.58,4555.51,27.38,43.09
2024-11-13,Facebook,Summer Sale,69.93,19001,1597,55,16939.08,4740.71,17343.69,1.27
2024-09-12,Instagram,Brand Awareness,2038.14,7722,2126,45,1490.16,908.9,-71.48,45.29
2025-01-02,Email,Brand Awareness,974.66,21100,486,66,10816.55,2477.25,755.61,14.77
2024-10-02,Facebook,New Product,3140.78,18460,3707,67,13926.29,4708.42,193.49,46.88
2025-04-13,Facebook,Summer Sale,3412.83,90523,812,84,16753.38,1922.92,334.55,40.63
2024-11-13,Twitter,Brand Awareness,2463.26,62645,785,44,11710.26,1178.73,327.54,55.98
2025-04-13,Organic,Black Friday,250.57,70551,3714,73,3807.77,531.21,1207.64,3.43
2025-03-13,Instagram,Summer Sale,3297.84,69498,4144,68,19294.27,2994.14,394.27,48.5
2025-01-26,Email,Black Friday,4218.09,5840,4778,62,1983.57,3507.36,-136.13,68.03
2025-03-16,Google Ads,Holiday Discount,3615.61,51064,1628,25,15403.09,993.83,298.53,144.62
2024-06-05,Email,Brand Awareness,4158.29,87069,3779,52,1822.53,3374.72,-137.33,79.97
2025-01-13,Instagram,Summer Sale,1042.52,86990,1126,50,2954.04,4500.1,-248.3,20.85
2025-03-01,Instagram,Black Friday,4450.0,49105,2330,1,17974.49,1233.03,276.21,4450.0
2024-07-09,Facebook,Brand Awareness,1644.86,6699,1880,39,15086.19,627.56,779.02,42.18
2025-03-30,Google Ads,New Product,116.35,6922,1948,52,7373.61,4180.41,2644.48,2.24
2025-01-12,Google Ads,Black Friday,4224.79,25919,4345,76,12810.61,4583.9,94.72,55.59
2025-04-10,Affiliate,Black Friday,4712.02,59536,723,40,9199.22,1090.01,72.1,117.8
2024-09-13,Facebook,Holiday Discount,3295.01,27508,598,60,1424.1,3612.48,-166.41,54.92
2025-02-12,Instagram,New Product,1195.61,88200,986,88,14450.44,2962.78,860.82,13.59
2025-02-06,Google Ads,Holiday Discount,1296.14,98806,4194,73,15288.79,1211.2,986.12,17.76
2024-06-14,Google Ads,New Product,2359.63,26278,945,84,17658.59,4121.82,473.68,28.09
2024-09-18,Organic,Black Friday,4494.26,15862,2619,69,10858.68,2362.78,89.04,65.13
2025-02-01,Instagram,Holiday Discount,790.51,14598,2137,20,13495.45,3507.66,1163.46,39.53
2024-11-13,Instagram,Brand Awareness,4138.57,68434,963,85,8817.2,1521.09,76.3,48.69
2024-06-27,Google Ads,New Product,1491.95,89475,1226,2,6446.29,4082.59,58.43,745.98
2025-04-09,Organic,Black Friday,4052.5,97824,4821,85,8292.83,1336.14,71.66,47.68
2024-09-27,Google Ads,Summer Sale,4605.34,25774,4915,88,18243.87,1836.64,256.27,52.33
2025-04-25,Google Ads,New Product,2166.09,53384,4356,9,3367.01,1969.52,-35.48,240.68
2024-08-01,Instagram,New Product,1857.0,3822,3323,39,5045.15,1048.01,115.25,47.62
2025-03-22,Facebook,Brand Awareness,4021.0,38252,4292,30,12163.2,4374.36,93.7,134.03
2024-06-15,Google Ads,New Product,2670.94,91585,1572,54,2414.0,585.17,-31.53,49.46
2024-07-14,Email,New Product,3438.02,88420,2852,82,17848.1,2824.38,336.99,41.93
2025-04-11,Email,Brand Awareness,3133.0,14052,3172,58,1040.0,4074.47,-196.86,54.02
2025-03-17,Organic,Brand Awareness,806.8,84574,4640,44,15130.71,2912.91,1414.35,18.34
2024-11-19,Facebook,Holiday Discount,4231.71,83511,2506,43,7537.19,1647.94,39.17,98.41
2024-09-11,Google Ads,Black Friday,1019.09,14269,1699,10,1118.19,3911.15,-374.06,101.91
2024-06-08,Facebook,Black Friday,4664.8,69577,2370,48,16874.27,2505.9,208.02,97.18
2025-03-21,Affiliate,Holiday Discount,1290.33,17551,2555,85,12845.16,831.8,831.03,15.18
2025-03-01,Instagram,Black Friday,3682.71,70915,1193,86,276.29,1597.98,-135.89,42.82
2024-09-12,Organic,New Product,1459.04,8661,3822,17,5423.9,2967.86,68.33,85.83
2025-01-24,Google Ads,Holiday Discount,1623.04,65547,95,5,7105.71,3300.71,134.44,324.61
2024-10-11,Instagram,Holiday Discount,1584.51,73503,3364,70,6519.31,2749.7,137.9,22.64
2024-08-08,Google Ads,Black Friday,3752.07,96406,4456,74,10017.01,1374.61,130.34,50.7
2025-01-21,Instagram,Summer Sale,2806.23,61614,2659,64,10583.38,2976.89,171.06,43.85
2024-08-23,Twitter,Black Friday,4420.61,82210,4476,66,7995.4,1675.61,42.96,66.98
2024-07-21,Affiliate,Summer Sale,1571.49,86930,4156,71,6702.23,1140.11,253.94,22.13
2025-02-19,Instagram,Holiday Discount,3475.36,14531,3169,4,10137.75,4728.73,55.64,868.84
2024-07-08,Instagram,Summer Sale,3777.1,22370,1450,83,768.95,1588.07,-121.69,45.51
2024-08-06,Twitter,New Product,799.84,54000,1641,28,12939.52,1691.39,1306.3,28.57
2024-11-29,Email,Brand Awareness,2032.92,19565,57,84,12159.05,4485.95,277.44,24.2
2024-12-07,Google Ads,Summer Sale,2439.95,1832,1033,94,5656.47,730.61,101.88,25.96
2024-07-18,Instagram,Brand Awareness,1810.65,47978,3647,38,3672.36,2931.28,-59.07,47.65
2024-05-31,Google Ads,New Product,1644.46,83941,1800,66,1552.4,3922.88,-244.15,24.92
2024-11-23,Instagram,Brand Awareness,3447.78,11185,3561,67,11788.14,1382.85,201.8,51.46
2025-04-03,Instagram,New Product,1118.54,4492,3878,60,11421.12,4223.52,543.48,18.64
2025-04-29,Instagram,Brand Awareness,3561.48,59238,615,47,10713.03,3852.85,92.62,75.78
2025-03-07,Facebook,Brand Awareness,4678.47,59859,2370,25,19713.8,2440.75,269.2,187.14
2024-12-29,Google Ads,Black Friday,2847.73,45630,950,66,10677.73,611.2,253.49,43.15
2025-04-24,Instagram,Summer Sale,3076.6,66824,2228,79,14463.64,4851.13,212.44,38.94
2024-10-29,Organic,Brand Awareness,391.22,41584,3642,67,2347.07,3128.67,-299.79,5.84
2024-05-31,Email,Holiday Discount,4329.16,2076,2821,69,6049.52,2595.15,-20.21,62.74
2025-02-13,Facebook,Black Friday,1462.97,35139,163,40,5581.39,4429.54,-21.27,36.57
2024-06-22,Twitter,Summer Sale,3094.5,67610,581,50,11561.91,2118.35,205.17,61.89
2024-10-22,Twitter,Black Friday,4896.61,38702,1572,40,6683.18,2826.93,-21.25,122.42
2024-12-18,Google Ads,Summer Sale,2997.74,28535,3460,37,12857.22,4294.9,185.63,81.02
2024-10-22,Google Ads,New Product,3637.31,99343,1094,91,13832.79,1977.0,225.95,39.97
2024-09-02,Organic,Brand Awareness,2254.33,64737,82,69,770.43,3866.51,-237.34,32.67
2025-01-30,Organic,Holiday Discount,348.81,64705,182,17,12831.18,1295.57,3207.13,20.52
2024-06-28,Affiliate,Black Friday,3998.12,70810,3017,62,2424.07,3517.78,-127.36,64.49
2024-11-29,Twitter,Black Friday,223.24,29198,1776,41,9356.19,2561.97,2943.46,5.44
2025-02-13,Email,Black Friday,3518.26,96395,75,76,14558.87,841.24,289.9,46.29
2024-10-25,Instagram,Black Friday,163.46,60113,2698,42,14096.57,697.32,8097.27,3.89
2024-11-06,Google Ads,Brand Awareness,4318.41,46760,4690,31,6066.47,2299.29,-12.76,139.3
2025-03-21,Google Ads,Summer Sale,830.3,58840,1311,33,5520.08,3560.02,136.07,25.16
2025-04-16,Instagram,Brand Awareness,2595.64,36276,2115,43,8860.51,3024.41,124.84,60.36
2024-07-05,Email,New Product,3005.9,78554,3395,93,3854.47,4276.53,-114.04,32.32
2024-08-02,Instagram,Brand Awareness,2314.85,62913,983,67,19496.51,1960.52,657.54,34.55
2024-10-14,Organic,Brand Awareness,1736.78,59028,1100,38,6963.85,4221.34,57.91,45.7
2024-11-27,Facebook,New Product,2365.68,74608,866,41,18467.57,204.4,672.01,57.7
2025-02-12,Instagram,Brand Awareness,1591.51,14348,4253,63,18174.47,1841.71,926.24,25.26
2025-03-07,Google Ads,Summer Sale,2218.71,47678,787,40,7360.49,383.46,214.46,55.47
2024-06-26,Facebook,Holiday Discount,1826.62,14952,2964,30,5156.28,4597.84,-69.43,60.89
2024-09-22,Organic,New Product,2852.71,1318,3652,47,15439.63,2387.05,357.55,60.7
2024-06-01,Email,Black Friday,1227.72,78354,842,22,4664.62,1594.46,150.07,55.81
2025-05-09,Affiliate,Summer Sale,4943.85,27011,3225,96,10472.8,2472.59,61.82,51.5
2024-11-15,Facebook,Holiday Discount,2529.31,19787,1405,55,2302.72,2673.57,-114.66,45.99
2024-12-03,Instagram,Summer Sale,1011.1,64428,1435,43,7780.05,4234.24,250.69,23.51
2025-05-23,Facebook,Summer Sale,2411.48,13516,4042,61,1655.28,2721.29,-144.21,39.53
2025-03-21,Facebook,Black Friday,4338.75,35055,4434,74,5740.45,2168.28,-17.67,58.63
2025-01-23,Twitter,Holiday Discount,157.94,9752,1110,32,13339.35,4807.55,5301.92,4.94
2024-12-21,Email,Summer Sale,3413.79,67911,1421,4,19827.01,4843.42,338.91,853.45
2024-09-24,Twitter,Black Friday,2762.44,81506,4188,93,5170.67,211.32,79.53,29.7
2024-11-08,Google Ads,New Product,889.31,60850,1199,45,9519.09,3540.09,572.32,19.76
2025-01-02,Twitter,Black Friday,4096.51,99328,3252,72,9016.12,1871.36,74.41,56.9
2025-01-07,Google Ads,Brand Awareness,1875.98,18538,3403,20,3764.66,3382.49,-79.63,93.8
2024-11-12,Twitter,Black Friday,1504.32,13657,2992,71,12240.37,3191.87,501.5,21.19
2024-12-27,Facebook,Black Friday,4149.22,18843,4678,65,14521.63,1663.92,209.88,63.83
2025-01-08,Facebook,Black Friday,3210.7,82119,3498,60,3029.67,4933.56,-159.3,53.51
2024-07-21,Instagram,Summer Sale,4496.38,22491,3097,89,15166.78,1798.41,197.31,50.52
2024-12-16,Twitter,Holiday Discount,3167.92,47431,2760,26,14033.22,3167.27,243.0,121.84
2024-07-20,Google Ads,Black Friday,3717.05,64475,1550,73,4027.12,4070.66,-101.17,50.92
2025-05-09,Facebook,Black Friday,4190.41,43180,118,23,13014.06,744.42,192.8,182.19
2025-03-09,Twitter,Brand Awareness,320.96,19540,1916,40,7934.07,1516.83,1899.39,8.02
2025-03-22,Facebook,Brand Awareness,3891.44,72515,1998,2,13654.64,1010.88,224.91,1945.72
2025-01-19,Google Ads,New Product,3087.85,61635,3951,26,9972.33,3913.48,96.22,118.76
2025-03-04,Facebook,New Product,394.06,8943,3558,78,1057.94,4010.02,-849.14,5.05
2024-10-24,Facebook,Brand Awareness,2567.46,9911,350,62,15760.64,1294.6,463.44,41.41
2024-07-29,Twitter,Holiday Discount,458.17,41254,4172,44,11156.44,40.57,2326.15,10.41
2024-06-19,Organic,New Product,3692.94,64000,3027,31,14523.41,2128.29,235.64,119.13
2024-06-23,Instagram,Holiday Discount,2755.18,70305,2650,26,2608.83,3441.95,-130.24,105.97
2024-12-20,Affiliate,Brand Awareness,4770.19,3479,2203,83,14453.32,3120.06,137.59,57.47
2024-12-03,Instagram,New Product,956.52,11112,4731,5,8331.96,2239.58,536.93,191.3
2025-02-02,Google Ads,Black Friday,3049.87,71267,4955,70,16005.41,1523.67,374.83,43.57
2024-11-15,Facebook,Brand Awareness,1097.33,63612,4779,35,12023.4,2382.45,778.58,31.35
2024-07-07,Facebook,New Product,3089.62,77897,4068,16,7162.55,95.21,128.74,193.1
2025-03-05,Google Ads,Holiday Discount,3627.12,47809,3132,31,4118.15,387.88,2.84,117.0
2024-08-14,Twitter,Holiday Discount,3625.41,33205,4804,82,16336.89,830.13,327.72,44.21
2025-03-10,Organic,New Product,4084.62,91105,1289,14,11247.83,3134.52,98.63,291.76
2024-12-29,Facebook,Holiday Discount,4275.07,73604,2983,25,19750.61,1109.62,336.04,171.0
2025-03-30,Instagram,New Product,432.5,7557,2418,79,7532.42,2128.43,1149.48,5.47
2025-03-30,Organic,New Product,1749.17,37098,509,90,13745.81,3114.63,507.78,19.44
2024-06-10,Twitter,Holiday Discount,3451.26,39790,4078,75,12494.14,4156.27,141.59,46.02
2025-05-02,Twitter,Summer Sale,2518.0,35826,2676,71,12787.88,2757.29,298.36,35.46
2025-04-17,Instagram,Black Friday,993.85,23074,3813,18,14765.9,902.09,1294.96,55.21
2024-12-12,Organic,Brand Awareness,2785.91,88691,2851,50,2868.25,4759.66,-167.89,55.72
2025-03-05,Instagram,Black Friday,2066.81,97320,4305,20,11037.92,468.28,411.4,103.34
2024-12-04,Instagram,Brand Awareness,1980.69,33401,513,56,10231.68,1848.25,323.26,35.37
2025-05-13,Google Ads,Brand Awareness,4058.28,12565,1047,2,6916.34,4608.19,-43.12,2029.14
2025-02-21,Google Ads,Black Friday,2067.61,91236,3056,26,8779.39,3019.62,178.57,79.52
2024-11-13,Instagram,New Product,180.95,65702,1728,23,10424.36,3320.01,3826.14,7.87
2025-02-21,Facebook,Holiday Discount,337.41,50926,914,32,6486.35,1522.43,1371.18,10.54
2025-03-26,Google Ads,Summer Sale,4288.41,81873,1240,13,5933.86,411.12,28.78,329.88
2024-07-04,Organic,Summer Sale,4804.97,12112,2747,13,14791.62,1841.49,169.52,369.61
2024-06-23,Google Ads,Summer Sale,3457.63,80297,2424,17,1431.67,2022.74,-117.09,203.39
2025-05-25,Instagram,Black Friday,1853.62,9885,914,89,6327.97,1365.96,167.69,20.83
2025-05-28,Instagram,Black Friday,4696.07,2376,2626,58,13108.85,1093.12,155.87,80.97
2025-05-08,Affiliate,New Product,3330.88,6939,3965,86,4254.58,1790.43,-26.02,38.73
2025-02-07,Instagram,Summer Sale,4229.45,42949,2976,27,11488.23,3204.3,95.86,156.65
2025-04-03,Google Ads,New Product,3840.97,3846,4479,17,6113.07,4746.19,-64.41,225.94
2025-03-25,Instagram,Summer Sale,1926.74,73353,2447,90,16881.7,3524.83,593.24,21.41
2024-07-04,Organic,Black Friday,2419.58,8430,2271,38,7064.79,3902.42,30.7,63.67
2025-02-21,Affiliate,Holiday Discount,971.35,27328,1832,14,4667.38,1544.21,221.53,69.38
2025-01-06,Facebook,Holiday Discount,1495.47,12151,4048,14,10649.07,541.37,575.89,106.82
2025-01-25,Facebook,Holiday Discount,3901.72,60797,2853,12,2799.64,1471.74,-65.97,325.14
2024-12-14,Twitter,Holiday Discount,4475.19,28619,4217,69,15969.93,2025.22,211.6,64.86
2025-03-05,Google Ads,Brand Awareness,3636.08,35484,4597,68,13632.56,3455.61,179.89,53.47
2025-03-15,Email,Summer Sale,2352.61,28664,3008,55,15433.13,4698.01,356.31,42.77
2024-06-20,Facebook,Holiday Discount,478.22,7780,1828,63,8037.68,4050.28,733.8,7.59
2024-08-09,Google Ads,Brand Awareness,331.89,69867,875,29,16716.57,1346.67,4531.02,11.44
2025-04-01,Facebook,Brand Awareness,1902.91,29604,3711,89,9921.61,4105.1,205.66,21.38
2025-01-12,Facebook,Brand Awareness,2345.92,18762,3419,45,1984.51,2070.5,-103.67,52.13
2025-02-20,Email,New Product,3065.15,24765,3145,4,4558.18,893.69,19.55,766.29
2024-11-19,Twitter,New Product,82.12,64726,2207,16,14249.95,2317.04,14431.06,5.13
2024-09-29,Facebook,Brand Awareness,4949.13,38043,101,66,17938.8,2824.84,205.39,74.99
2024-07-15,Organic,Holiday Discount,1851.5,88458,3411,23,1994.19,3821.76,-198.71,80.5
2025-04-11,Google Ads,Summer Sale,4248.07,60051,3565,68,17297.87,1762.48,265.7,62.47
2025-04-28,Instagram,Black Friday,2698.09,90230,4612,20,16001.49,750.96,465.23,134.9
2024-08-26,Google Ads,New Product,695.68,11556,3380,17,7195.57,489.88,863.9,40.92
2025-05-10,Twitter,Holiday Discount,3997.95,80091,1724,52,13816.61,579.98,231.09,76.88
2024-12-27,Organic,Holiday Discount,3563.64,11004,2915,6,3820.33,4751.12,-126.12,593.94
2025-03-23,Email,Black Friday,2660.81,59956,1411,82,16286.53,4759.72,333.21,32.45
2024-10-28,Organic,Black Friday,2597.04,21810,836,84,13181.05,4844.41,221.01,30.92
2025-01-07,Email,Holiday Discount,483.02,63000,605,39,8832.7,1526.39,1412.63,12.39
2024-10-10,Affiliate,Black Friday,3296.45,77724,2089,34,17303.89,974.24,395.37,96.95
2024-10-29,Organic,Holiday Discount,4560.66,1247,1812,54,2870.77,4904.95,-144.6,84.46
2025-03-12,Twitter,Black Friday,511.56,21762,2162,88,16931.13,4941.56,2243.73,5.81
2024-10-28,Instagram,Black Friday,1354.38,46995,2260,82,575.34,410.19,-87.81,16.52
2025-02-03,Google Ads,Holiday Discount,4516.42,60423,1751,94,15088.69,3767.59,150.67,48.05
2025-02-27,Instagram,Brand Awareness,1457.5,80347,2136,65,11509.95,1457.55,589.7,22.42
2024-09-02,Google Ads,Holiday Discount,3287.02,70277,2762,87,13964.79,4548.31,186.47,37.78
2024-12-13,Instagram,Summer Sale,2697.35,62969,2457,29,8305.66,464.34,190.7,93.01
2025-04-02,Instagram,Black Friday,3001.82,30052,2366,41,17302.38,4445.12,328.32,73.22
2024-08-19,Email,New Product,2108.16,50214,1660,63,6331.67,33.05,198.77,33.46
2025-05-04,Google Ads,Black Friday,1534.96,35319,4402,32,5571.61,2619.45,92.33,47.97
2025-03-25,Google Ads,Summer Sale,290.24,72842,4755,66,6104.84,1691.11,1420.72,4.4
2024-09-24,Instagram,New Product,3734.19,69541,1177,45,15509.84,2148.12,257.82,82.98
2024-09-18,Affiliate,New Product,3743.16,69858,954,17,9956.31,2180.25,107.74,220.19
2025-04-16,Facebook,Holiday Discount,3370.09,82544,213,43,10788.0,3274.94,122.93,78.37
2025-02-22,Facebook,Brand Awareness,3235.99,41765,1186,66,16649.94,135.02,410.35,49.03
2025-04-18,Organic,Holiday Discount,1256.4,25870,4760,68,16683.97,3462.99,952.29,18.48
2024-10-15,Email,New Product,160.61,13466,2075,34,3318.59,130.55,1884.96,4.72
2024-09-10,Facebook,New Product,4053.14,46284,155,1,11040.38,942.66,149.13,4053.14
2024-12-14,Facebook,Brand Awareness,2481.14,51034,4844,23,2607.76,3041.57,-117.48,107.88
2024-08-24,Google Ads,Black Friday,1568.85,34161,4509,6,17383.72,450.46,979.34,261.47
2025-03-02,Affiliate,Brand Awareness,554.56,69275,3142,16,16756.41,4954.7,2028.12,34.66
2024-12-03,Google Ads,Holiday Discount,360.47,61811,2071,2,17002.04,3926.23,3527.43,180.24
2024-11-14,Facebook,Black Friday,1776.89,54565,1202,76,14126.68,3534.22,496.12,23.38
2024-07-27,Google Ads,Holiday Discount,4033.45,62314,748,27,9390.86,1353.05,99.28,149.39
2024-09-05,Google Ads,Brand Awareness,4597.68,54626,3917,19,8153.95,261.85,71.65,241.98
2024-09-04,Organic,Black Friday,4488.92,79730,3320,28,7964.97,4894.33,-31.6,160.32
2025-03-17,Google Ads,Brand Awareness,4604.0,70767,796,35,1417.63,756.28,-85.64,131.54
2025-05-22,Google Ads,Summer Sale,4543.24,52929,1010,68,18982.52,4156.23,226.34,66.81
2024-08-06,Instagram,New Product,2659.76,94804,3541,49,9060.49,1003.64,202.92,54.28
2024-12-17,Google Ads,Black Friday,1136.11,67937,3347,7,18609.29,1882.99,1372.24,162.3
